analysis_species_id,analysis_species_name,analysis_species_authors,component_fia_codes,d08b_v01_usgs_mapping_class,d08b_v01_review_required_flag,d08b_v01_atlas_row_ids,d08b_v01_atlas_original_names,eligibility_v02_row_present_flag,eligibility_v02_fia_codes,eligibility_v02_mapping_types,eligibility_v02_original_map_names,eligibility_v02_accepted_names,eligibility_v02_layer_name_proxy,eligibility_v02_n_US_cells_by_code,eligibility_v02_n_CONUS_cells_by_code,eligibility_v02_n_US_plus_Canada_cells_by_code,eligibility_prior_exact_or_official_nonzero_flag,v02_atlas_row_ids,v02_atlas_original_names,candidate_atlas_match_status,candidate_atlas_row_ids,candidate_atlas_original_names,candidate_atlas_current_names,candidate_atlas_authors,candidate_atlas_layer_keys,candidate_atlas_resolution_statuses,candidate_atlas_resolution_reasons,v02_wcvp_concept_evidence,conflict_type,v02_explicit_cause,proposed_v02_status,resolution_disposition,mainline_review_required_flag,no_silent_loss_accounting
2701748,Carya aquatica,(F.Michx.) Nutt. ex Elliott,401,SINGLE_SPECIES_LAYER,0,ATLASG-0109,Carya aquatica,1,401,exact,Carya aquatica,Carya aquatica,Carya aquatica,401:987,401:987,401:987,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0109,Carya aquatica,Carya aquatica,(F. Michx.) Nutt.,Carya_aquatica,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,2701748:Carya aquatica (F.Michx.) Nutt. ex Elliott,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2701789,Carya laciniosa,(F.Michx.) G.Don,405,SINGLE_SPECIES_LAYER,0,ATLASG-0114,Carya laciniosa,1,405,exact,Carya laciniosa,Carya laciniosa,Carya laciniosa,405:882,405:882,405:886,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0114,Carya laciniosa,Carya laciniosa,(F. Michx.) Loudon,Carya_laciniosa,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,2701789:Carya laciniosa (F.Michx.) G.Don,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2701803,Carya myristiciformis,(F.Michx.) Nutt. ex Elliott,406,SINGLE_OFFICIAL_ALIAS_LAYER,0,ATLASG-0115,Carya myristicaeformis,0,,,,,,,,,0,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0115,Carya myristicaeformis,Carya myristiciformis,(F. Michx.) Nutt.,Carya_myristicaeformis,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,2701803:Carya myristiciformis (F.Michx.) Nutt. ex Elliott,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2701846,Carya pallida,(Ashe) Engelm. & Graebn.,410,SINGLE_SPECIES_LAYER,0,ATLASG-0117,Carya pallida,1,410,exact,Carya pallida,Carya pallida,Carya pallida,410:646,410:646,410:646,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0117,Carya pallida,Carya pallida,(Ashe) Engl. & Graebn.,Carya_pallida,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,2701846:Carya pallida (Ashe) Engelm. & Graebn.,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2701867,Carya tomentosa,(Lam.) Nutt.,409,SINGLE_SPECIES_LAYER,0,ATLASG-0119,Carya tomentosa,0,,,,,,,,,0,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0119,Carya tomentosa,Carya tomentosa,(Poir.) Nutt.,Carya_tomentosa,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,2701867:Carya tomentosa (Lam.) Nutt.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2784980,Elaeagnus angustifolia,L.,997,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2784980:Elaeagnus angustifolia L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2809827,Ficus carica,L.,7151,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2809827:Ficus carica L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2813006,Firmiana simplex,(L.) W.Wight,7181,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2813006:Firmiana simplex (L.) W.Wight,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2830846,Gordonia lasianthus,(L.) Ellis,555,SINGLE_SPECIES_LAYER,0,ATLASG-0272,Gordonia lasianthus,1,555,exact,Gordonia lasianthus,Gordonia lasianthus,Gordonia lasianthus,555:337,555:337,555:337,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0272,Gordonia lasianthus,Gordonia lasianthus,(L.) J. Ellis,Gordonia_lasianthus,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,2830846:Gordonia lasianthus (L.) Ellis,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2838104,Halesia carolina,L.,581;7328,MULTIPLE_OTHER_LAYERS,1,ATLASG-0277;ATLASG-0279,Halesia carolina | Halesia parviflora,1,581,exact,Halesia carolina,Halesia carolina,Halesia carolina,581:309,581:309,581:309,1,ATLASG-0277;ATLASG-0279,Halesia carolina | Halesia parviflora,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0277;ATLASG-0279,Halesia carolina | Halesia parviflora,Halesia carolina,L.,Halesia_carolina;Halesia_parviflora,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,2838104:Halesia carolina L.,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,MULTIPLE_OTHER_LAYERS,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2838115,Halesia diptera,L.,582,SINGLE_SPECIES_LAYER,0,ATLASG-0278,Halesia diptera,1,582,exact,Halesia diptera,Halesia diptera,Halesia diptera,582:322,582:322,582:322,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0278,Halesia diptera,Halesia diptera,J. Ellis,Halesia_diptera,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,2838115:Halesia diptera L.,D08B1_BRIDGE_STATUS_CHANGED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2860379,Ilex aquifolium,L.,7454,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2860379:Ilex aquifolium L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2901279,Prunus persica,(L.) Batsch,764,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2901279:Prunus persica (L.) Batsch,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2917143,Prunus avium,(L.) L.,771,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2917143:Prunus avium (L.) L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2917269,Populus fremontii,S.Watson,748,SINGLE_SPECIES_LAYER,1,ATLASG-0457,Populus fremontii,1,748,exact,Populus fremontii,Populus fremontii,Populus fremontii,748:329,748:329,748:329,1,ATLASG-0457,Populus fremontii,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0457,Populus fremontii,Populus fremontii,S. Watson,Populus_fremontii,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,2917269:Populus fremontii S.Watson,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Losslessly canonical author matching repaired the v01 conservative false negative and yielded one no-Notes species layer.,SINGLE_SPECIES_LAYER,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2917437,Populus tristis,Fisch.,747,SINGLE_OFFICIAL_ALIAS_LAYER,0,ATLASG-0461,Populus trichocarpa,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2917437:Populus tristis Fisch.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2917497,Populus nigra,L.,753,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2917497:Populus nigra L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2917593,Populus heterophylla,L.,744,NO_V01_ANALYSIS_SPECIES_TAXONOMY_BLOCK,0,,,1,744,exact,Populus heterophylla,Populus heterophylla,Populus heterophylla,744:314,744:314,744:314,1,ATLASG-0459,Populus heterophylla,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0459,Populus heterophylla,Populus heterophylla,L.,Populus_heterophylla,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,2917593:Populus heterophylla L.,PRIOR_EXACT_NONZERO_TAXONOMY_BLOCKED_IN_V01,Losslessly canonical author matching repaired the v01 conservative false negative and yielded one no-Notes species layer.,SINGLE_SPECIES_LAYER,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2917735,Populus alba,L.,752,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2917735:Populus alba L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2918804,Salix alba,L.,927,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2918804:Salix alba L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2919837,Salix nigra,Marshall,922,AMBIGUOUS,1,ATLASG-0590,Salix nigra,1,922,exact,Salix nigra,Salix nigra,Salix nigra,922:4963,922:4963,922:5011,1,ATLASG-0590,Salix nigra,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0590,Salix nigra,Salix nigra / Salix goodingii,Marshall / C.R. Ball,Salix_nigra,RESOLVED | UNRESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species. | No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,2919837:Salix nigra Marshall,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Exact name plus losslessly canonical author resolved to WCVP Accepted species. | No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,AMBIGUOUS,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2921945,Populus angustifolia,E.James,749,UNRESOLVED,1,,,1,749,exact,Populus angustifolia,Populus angustifolia,Populus angustifolia,749:456,749:456,749:464,1,ATLASG-0454,Populus angustifolia,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0454,Populus angustifolia,Populus angustifolia,E. James,Populus_angustifolia,RESOLVED,Exact name plus losslessly canonical author resolved to WCVP Accepted species.,2921945:Populus angustifolia E.James,PRIOR_EXACT_NONZERO_BUT_D08B_V01_UNRESOLVED,Losslessly canonical author matching repaired the v01 conservative false negative and yielded one no-Notes species layer.,SINGLE_SPECIES_LAYER,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2940246,Amelanchier laevis,Wiegand,5203,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2940246:Amelanchier laevis Wiegand,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2945308,Crataegus crus-galli,L.,501,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2945308:Crataegus crus-galli L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2946180,Crataegus mollis,(Torr. & A.Gray) Scheele,502,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2946180:Crataegus mollis (Torr. & A.Gray) Scheele,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2950597,Malus domestica,(Suckow) Borkh.,7651,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2950597:Malus domestica (Suckow) Borkh.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2950658,Malus fusca,(Raf.) Raf.,661,SINGLE_OFFICIAL_ALIAS_LAYER,0,ATLASG-0364,Malus diversifolia,0,,,,,,,,,0,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0364,Malus diversifolia,Malus fusca,(Raf.) C.K. Schneid.,Malus_diversifolia,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,2950658:Malus fusca (Raf.) Raf.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2959531,Prunus domestica,L.,773,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2959531:Prunus domestica L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2959716,Prunus emarginata,(Douglas ex Hook.) Eaton,768,UNRESOLVED,1,,,1,768,exact,Prunus emarginata,Prunus emarginata,Prunus emarginata,768:605,768:605,768:746,1,,,EXACT_NAME_CANDIDATE_ROWS_FOUND,ATLASG-0468,Prunus emarginata,Prunus emarginata,(Douglas) Eaton,Prunus_emarginata,UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,2959716:Prunus emarginata (Douglas ex Hook.) Eaton,PRIOR_EXACT_NONZERO_BUT_D08B_V01_UNRESOLVED,No losslessly canonical author-qualified WCVP match; no other-author homonym substituted.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2960451,Prunus laurocerasus,L.,6696,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2960451:Prunus laurocerasus L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2961630,Prunus serrulata,Lindl.,6707,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2961630:Prunus serrulata Lindl.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,No exact Atlas original/current-name candidate row was found for the analysis or frozen eligibility names; no fuzzy substitute was used.,UNRESOLVED,MAINLINE_REVIEW_REQUIRED,1,EXPLICITLY_ACCOUNTED
2963049,Pyrus calleryana,Decne.,8421,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2963049:Pyrus calleryana Decne.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
2963115,Pyrus communis,L.,8423,UNRESOLVED,1,,,0,,,,,,,,,0,,,NO_EXACT_ATLAS_NAME_CANDIDATE,,,,,,,,2963115:Pyrus communis L.,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Frozen WCVP confirms no native CONUS distribution and introduced CONUS occurrence; Little natural-range mapping is not applicable.,NOT_APPLICABLE_CONUS_NONNATIVE,MACHINE_RESOLVED,0,EXPLICITLY_ACCOUNTED
