cell_50km,A_legal_opportunities,B_legal_opportunities,A_effort_sum,B_effort_sum,A_fold_ti_weight_sum,B_fold_ti_weight_sum,A_measurable,B_measurable,D2_AB_included,D2_BA_included,D3_common_included,zero_opportunity_class
50km_1_46,2,2,0.56564575,0.5569535,14529.978827843108,10772.728790767942,YES,YES,YES,YES,YES,NONE
50km_1_47,3,6,2.199931,3.3023834999999995,25023.922330855894,31835.978642981245,YES,YES,YES,YES,YES,NONE
50km_1_48,1,3,0.04423175,1.135708,7434.529394730858,14725.057864670376,YES,YES,YES,YES,YES,NONE
50km_1_49,6,13,2.883787,8.317292250000001,61964.506355057856,69990.16775544416,YES,YES,YES,YES,YES,NONE
50km_1_50,4,9,2.339788,4.49355975,30842.7362900937,49046.05930047411,YES,YES,YES,YES,YES,NONE
50km_1_51,20,37,13.9925735,23.024289,161746.98889220346,211735.9754227955,YES,YES,YES,YES,YES,NONE
50km_1_52,30,50,21.29885475,32.7022895,243423.09503587097,261075.7841825075,YES,YES,YES,YES,YES,NONE
50km_1_53,49,92,39.76635325,72.975608,388903.6764420831,472574.4710856775,YES,YES,YES,YES,YES,NONE
50km_1_54,52,65,42.20090149999999,49.31756400000001,412546.2044763235,337301.5925826091,YES,YES,YES,YES,YES,NONE
50km_1_55,41,58,34.790521250000005,54.27414099999999,338704.4974425846,308195.5151014232,YES,YES,YES,YES,YES,NONE
50km_1_56,58,88,53.49306,83.87385400000001,448916.00040489656,444016.7790363857,YES,YES,YES,YES,YES,NONE
50km_1_57,21,38,15.91908475,33.768673250000006,163799.39871843287,193672.89206270006,YES,YES,YES,YES,YES,NONE
50km_1_58,12,17,12.0,16.5625,97049.03701679937,89292.03709441738,YES,YES,YES,YES,YES,NONE
50km_2_14,0,4,0.0,3.218951,0.0,46576.28653814479,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_2_15,7,27,5.59182075,23.6429105,131705.21575627546,319640.50620655844,YES,YES,YES,YES,YES,NONE
50km_2_16,33,46,27.94265425,41.61150025,614949.1296111584,535308.5179177842,YES,YES,YES,YES,YES,NONE
50km_2_17,34,56,28.916899249999997,52.54390325000001,616657.6645412466,634517.3934949663,YES,YES,YES,YES,YES,NONE
50km_2_18,34,51,30.92896675,43.837077,526076.5433799368,516410.4768516791,YES,YES,YES,YES,YES,NONE
50km_2_19,28,39,23.354166250000002,32.2229655,443811.69426386553,415328.86261871294,YES,YES,YES,YES,YES,NONE
50km_2_20,25,33,19.41492125,24.12284,396836.86083996197,344072.98935396475,YES,YES,YES,YES,YES,NONE
50km_2_21,24,33,18.249114,29.926032499999998,386069.41543269134,361931.13309876766,YES,YES,YES,YES,YES,NONE
50km_2_22,21,38,17.222054749999998,32.5552655,339094.58200878784,416846.4915498571,YES,YES,YES,YES,YES,NONE
50km_2_23,14,28,12.8577305,22.5024405,229289.08808173198,298371.7018479446,YES,YES,YES,YES,YES,NONE
50km_2_24,37,45,33.92831925,39.254608749999996,587963.5643835993,474802.8747904113,YES,YES,YES,YES,YES,NONE
50km_2_25,37,55,35.07697025,51.234249999999996,596184.2976930477,559674.7713261605,YES,YES,YES,YES,YES,NONE
50km_2_26,26,44,23.307586750000002,38.099632,398418.4047174923,447474.59489593946,YES,YES,YES,YES,YES,NONE
50km_2_27,19,30,15.1195995,28.633792499999995,309861.25886969524,306252.0346606942,YES,YES,YES,YES,YES,NONE
50km_2_28,24,37,19.96550325,28.774321999999998,406415.08455750125,377404.8158147842,YES,YES,YES,YES,YES,NONE
50km_2_29,23,27,17.470874249999998,22.11210075,376645.4453491786,276840.4073705849,YES,YES,YES,YES,YES,NONE
50km_2_30,10,25,6.86754425,16.50339475,183885.54655824107,263697.4682062654,YES,YES,YES,YES,YES,NONE
50km_2_31,11,13,8.851850500000001,7.48847125,187921.95162622235,142661.16198559385,YES,YES,YES,YES,YES,NONE
50km_2_32,11,15,7.00716125,11.138904,209285.42319056822,167618.2622391404,YES,YES,YES,YES,YES,NONE
50km_2_33,9,18,3.72826625,12.319087750000001,153786.79950124817,202007.3813660331,YES,YES,YES,YES,YES,NONE
50km_2_34,6,22,3.37445875,14.91392675,102687.26423830904,236703.90267699116,YES,YES,YES,YES,YES,NONE
50km_2_35,8,10,5.489465999999999,4.918493249999999,138163.15780942453,106207.48777467915,YES,YES,YES,YES,YES,NONE
50km_2_36,7,14,1.348758,7.69729325,118089.10495000012,153339.57448742635,YES,YES,YES,YES,YES,NONE
50km_2_37,5,8,2.843308,3.34065475,79643.25034435329,86963.84265888351,YES,YES,YES,YES,YES,NONE
50km_2_38,12,4,5.9084970000000006,2.86069,200875.06221205834,44866.62764158323,YES,YES,YES,YES,YES,NONE
50km_2_39,3,3,1.5605660000000001,1.5784265,64955.945962945334,33042.952037106355,YES,YES,YES,YES,YES,NONE
50km_2_40,4,3,0.836457,1.81370225,71379.27658690521,28153.395816127977,YES,YES,YES,YES,YES,NONE
50km_2_41,5,8,3.724914,4.9504705,86521.795828948,75592.25722794695,YES,YES,YES,YES,YES,NONE
50km_2_42,1,3,1.0,2.914429,23864.038885788465,34005.419481997844,YES,YES,YES,YES,YES,NONE
50km_2_43,0,2,0.0,1.2581445,0.0,18621.705112983338,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_2_44,0,2,0.0,0.62527475,0.0,21481.310865654166,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_2_45,1,1,0.0625,0.2593085,6566.890191479473,11465.91485593679,YES,YES,YES,YES,YES,NONE
50km_2_46,1,4,1.0,2.22228875,11753.50852621163,22331.09571016495,YES,YES,YES,YES,YES,NONE
50km_2_47,5,7,2.9759625,2.9265375000000002,54448.56349957737,36887.55375547203,YES,YES,YES,YES,YES,NONE
50km_2_48,4,4,1.20723,1.84911075,34057.09671040421,22515.886718265527,YES,YES,YES,YES,YES,NONE
50km_2_49,8,15,4.24960175,8.38712225,68032.84818343038,88378.55457652225,YES,YES,YES,YES,YES,NONE
50km_2_50,26,23,14.461267750000003,15.591269749999999,213751.94892515504,129726.43037760539,YES,YES,YES,YES,YES,NONE
50km_2_51,29,49,23.642319,33.51382925,237724.77292993694,270178.3604944861,YES,YES,YES,YES,YES,NONE
50km_2_52,51,56,40.98661175,38.350145499999996,404275.01633561385,287720.3856599471,YES,YES,YES,YES,YES,NONE
50km_2_53,46,70,37.57468275000001,62.237078000000004,362107.32501091616,361193.2264689149,YES,YES,YES,YES,YES,NONE
50km_2_54,50,86,45.92679375000001,77.9599205,399109.95172769984,437723.5403988735,YES,YES,YES,YES,YES,NONE
50km_2_55,63,91,58.483773,83.20129024999999,476742.1735266171,477047.9143954746,YES,YES,YES,YES,YES,NONE
50km_2_56,60,81,56.45235925,77.04776100000001,449800.47370094946,422783.8604493138,YES,YES,YES,YES,YES,NONE
50km_2_57,1,7,1.0,6.0625,7518.226908185499,35370.2977017454,YES,YES,YES,YES,YES,NONE
50km_3_15,14,15,11.202855750000001,13.212316,257342.787301699,172747.09227247298,YES,YES,YES,YES,YES,NONE
50km_3_16,32,47,29.136974,43.9934915,588991.6387479745,544222.7323345143,YES,YES,YES,YES,YES,NONE
50km_3_17,42,59,38.79316274999999,53.2584795,604299.2203988666,511101.539648602,YES,YES,YES,YES,YES,NONE
50km_3_18,48,62,42.70491875,58.86434125,581535.0289712546,511663.96655588027,YES,YES,YES,YES,YES,NONE
50km_3_19,37,54,32.7516435,47.898601000000006,464531.46809048444,455090.92627177946,YES,YES,YES,YES,YES,NONE
50km_3_20,25,45,19.55917825,33.94226575,391478.7401181535,470426.1865307416,YES,YES,YES,YES,YES,NONE
50km_3_21,30,43,23.8307935,37.338582,470939.7765895761,461122.8375689639,YES,YES,YES,YES,YES,NONE
50km_3_22,28,43,23.49985825,34.72881925,438685.5358967998,451198.2455868368,YES,YES,YES,YES,YES,NONE
50km_3_23,19,44,13.305074249999999,32.02526675,297814.49035818974,448326.9423188561,YES,YES,YES,YES,YES,NONE
50km_3_24,26,49,21.75564325,43.462348000000006,397699.3143564013,494550.01720768725,YES,YES,YES,YES,YES,NONE
50km_3_25,38,53,34.585593499999995,47.7266985,566411.359170673,539115.2816491311,YES,YES,YES,YES,YES,NONE
50km_3_26,28,40,22.35211375,36.361039000000005,398300.26269385824,401102.66162025504,YES,YES,YES,YES,YES,NONE
50km_3_27,27,36,19.6101955,27.5577105,397201.4657636818,364010.52775408886,YES,YES,YES,YES,YES,NONE
50km_3_28,31,49,27.006670750000005,39.18936175,471576.6796436743,489302.65455046244,YES,YES,YES,YES,YES,NONE
50km_3_29,20,34,16.6237425,25.7922095,290498.9542209064,329257.1326648104,YES,YES,YES,YES,YES,NONE
50km_3_30,18,23,16.3125,16.871198,266810.07735248853,222843.8698338021,YES,YES,YES,YES,YES,NONE
50km_3_31,8,12,6.44713,6.906570250000001,142644.35948353045,133689.13954336834,YES,YES,YES,YES,YES,NONE
50km_3_32,11,23,6.7558205000000005,15.50321075,177874.75985009153,247347.49323546264,YES,YES,YES,YES,YES,NONE
50km_3_33,11,16,7.1285315,14.719452250000002,185842.3677870388,166903.6813222685,YES,YES,YES,YES,YES,NONE
50km_3_34,8,19,6.11481975,10.256034750000001,135430.50344545124,198778.5730389016,YES,YES,YES,YES,YES,NONE
50km_3_35,6,12,3.1694570000000004,6.1880635,101705.65715484018,131582.2626325911,YES,YES,YES,YES,YES,NONE
50km_3_36,7,10,3.76817575,5.58925675,116325.20940862861,108610.2152677946,YES,YES,YES,YES,YES,NONE
50km_3_37,7,16,3.3855327500000003,11.81731225,115018.4439324189,179977.72493729976,YES,YES,YES,YES,YES,NONE
50km_3_38,9,9,4.724240999999999,5.90729175,148031.03584446193,101142.00263364326,YES,YES,YES,YES,YES,NONE
50km_3_39,10,15,5.58029975,9.3125,168647.07481645304,184020.6227851659,YES,YES,YES,YES,YES,NONE
50km_3_40,10,10,6.8125,5.9363425,205767.73433490668,122509.32878649303,YES,YES,YES,YES,YES,NONE
50km_3_41,5,8,2.93403,6.1720939999999995,76316.46678076414,83816.89057044151,YES,YES,YES,YES,YES,NONE
50km_3_42,4,6,2.2058377499999997,5.022563,70635.07173469383,65988.86527029175,YES,YES,YES,YES,YES,NONE
50km_3_43,3,6,2.4055334999999998,2.91132825,58986.89417446449,67741.75999878263,YES,YES,YES,YES,YES,NONE
50km_3_46,4,8,2.6538105,5.33332375,40056.13428745204,46288.139325451106,YES,YES,YES,YES,YES,NONE
50km_3_47,8,15,5.63174375,9.431170999999999,72093.28741012825,86584.61597365537,YES,YES,YES,YES,YES,NONE
50km_3_48,12,12,6.2613900000000005,7.00902975,95579.42147723922,68790.2547081286,YES,YES,YES,YES,YES,NONE
50km_3_49,10,26,6.92613475,15.4066815,85787.4556383233,142821.0732711269,YES,YES,YES,YES,YES,NONE
50km_3_50,19,33,11.60002,20.078590499999997,158855.42904586234,188049.2712596784,YES,YES,YES,YES,YES,NONE
50km_3_51,31,52,21.107331000000002,43.347522500000004,254307.58402132988,294418.68115134153,YES,YES,YES,YES,YES,NONE
50km_3_52,47,84,43.36227375000001,64.74437025,378252.8757162209,435660.3310105824,YES,YES,YES,YES,YES,NONE
50km_3_53,56,91,49.154699,79.55511749999998,439154.4351759206,471905.810766127,YES,YES,YES,YES,YES,NONE
50km_3_54,63,86,53.10460775,72.025623,504506.95973747177,440822.1871762957,YES,YES,YES,YES,YES,NONE
50km_3_55,71,110,70.49138725,101.33823299999999,526698.0728675434,577360.0377443638,YES,YES,YES,YES,YES,NONE
50km_3_56,62,91,57.54772175,85.67383125,467344.9542807368,486192.5564682779,YES,YES,YES,YES,YES,NONE
50km_4_15,5,13,3.55552525,9.359201500000001,81434.67655236005,143196.4657725514,YES,YES,YES,YES,YES,NONE
50km_4_16,35,45,32.81361875,42.13974949999999,593274.0398371972,490830.3515688217,YES,YES,YES,YES,YES,NONE
50km_4_17,34,57,32.15177025,52.44945774999999,592344.6421230789,641138.2226564395,YES,YES,YES,YES,YES,NONE
50km_4_18,43,56,38.748267250000005,53.3396045,571914.3649677022,457409.1756678195,YES,YES,YES,YES,YES,NONE
50km_4_19,27,50,24.24809075,46.39757475,405779.89358172193,507870.198348539,YES,YES,YES,YES,YES,NONE
50km_4_20,29,33,23.425486750000005,28.11866575,447460.8316126525,342146.1066872364,YES,YES,YES,YES,YES,NONE
50km_4_21,28,48,22.8041215,40.84967124999999,430826.1628172213,497368.1640557675,YES,YES,YES,YES,YES,NONE
50km_4_22,23,38,20.080028,30.37288825,355341.4143625465,384129.8461967858,YES,YES,YES,YES,YES,NONE
50km_4_23,32,37,25.3244025,30.740838250000003,490339.1248362864,378757.5913352829,YES,YES,YES,YES,YES,NONE
50km_4_24,38,52,34.1420215,47.290368,573938.0182240859,524516.9721142888,YES,YES,YES,YES,YES,NONE
50km_4_25,36,51,32.43643874999999,42.51033375000001,544987.2791222635,530933.736093935,YES,YES,YES,YES,YES,NONE
50km_4_26,36,57,34.319413749999995,53.30563175,528695.8453610297,577713.7244767305,YES,YES,YES,YES,YES,NONE
50km_4_27,23,38,17.631027000000003,31.8008135,350488.7589915154,390011.2209911344,YES,YES,YES,YES,YES,NONE
50km_4_28,38,60,36.3367235,54.1403215,568193.417164267,595517.4037261446,YES,YES,YES,YES,YES,NONE
50km_4_29,21,36,15.3650925,24.21260675,322679.8471113657,366269.260214375,YES,YES,YES,YES,YES,NONE
50km_4_30,23,51,17.66174075,43.678702,356993.9165856722,477610.6506700619,YES,YES,YES,YES,YES,NONE
50km_4_31,11,19,7.648791999999999,11.89382625,197366.3523964612,220184.7118594433,YES,YES,YES,YES,YES,NONE
50km_4_32,9,27,4.39352875,19.230696999999996,144981.64985890468,285707.4523542027,YES,YES,YES,YES,YES,NONE
50km_4_33,24,31,21.0155405,24.669970749999997,409236.3407568874,331033.938014852,YES,YES,YES,YES,YES,NONE
50km_4_34,15,22,9.7959635,14.308627750000001,249352.6310508248,224938.81156353065,YES,YES,YES,YES,YES,NONE
50km_4_35,8,13,3.20786225,7.093420249999999,132750.1236679133,141711.8082012033,YES,YES,YES,YES,YES,NONE
50km_4_36,4,12,1.79244375,7.27983625,72332.49282759367,132710.19204885437,YES,YES,YES,YES,YES,NONE
50km_4_37,6,7,5.1229225,2.37291325,102281.53253892416,76624.05324496326,YES,YES,YES,YES,YES,NONE
50km_4_38,5,13,1.4224885,7.1348115,80147.06188847932,140430.89192888647,YES,YES,YES,YES,YES,NONE
50km_4_39,9,10,6.8700262500000004,8.027085249999999,153393.95260763742,111458.96371307012,YES,YES,YES,YES,YES,NONE
50km_4_40,9,10,2.1134925,6.871675,145299.4908580808,117289.6707663074,YES,YES,YES,YES,YES,NONE
50km_4_41,2,8,1.012578,3.8788825000000005,48369.17671796314,97137.83242377349,YES,YES,YES,YES,YES,NONE
50km_4_42,3,3,1.645965,1.33902725,41065.54632070599,41906.521826354845,YES,YES,YES,YES,YES,NONE
50km_4_43,1,3,0.872237,3.0,17673.278789609267,23754.0595261465,YES,YES,YES,YES,YES,NONE
50km_4_44,1,3,0.08687575,0.480318,26753.80133051917,36689.91631416581,YES,YES,YES,YES,YES,NONE
50km_4_45,0,4,0.0,0.297786,0.0,31227.098431017792,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_4_46,2,2,0.625,0.722341,14869.058789461717,11743.157927497585,YES,YES,YES,YES,YES,NONE
50km_4_47,14,15,9.65561475,6.98656375,116211.16736263626,84815.11322404025,YES,YES,YES,YES,YES,NONE
50km_4_48,7,10,5.5454115,4.23166775,53080.48018855055,55411.00722557394,YES,YES,YES,YES,YES,NONE
50km_4_49,16,35,8.060861500000001,17.45528525,130953.10500452686,187987.48394343472,YES,YES,YES,YES,YES,NONE
50km_4_50,24,43,13.739161249999999,28.26591325,202819.2884093566,238630.86295447373,YES,YES,YES,YES,YES,NONE
50km_4_51,54,78,44.62540350000001,60.16581150000001,443639.9288513805,430290.25357961084,YES,YES,YES,YES,YES,NONE
50km_4_52,54,91,48.01954075,79.09171074999999,416388.7735170324,469953.3187135789,YES,YES,YES,YES,YES,NONE
50km_4_53,61,100,54.04135575,91.23313575,463008.25040812406,522960.5657241699,YES,YES,YES,YES,YES,NONE
50km_4_54,70,97,62.808192250000005,85.0054165,549992.7632529986,499746.5199481051,YES,YES,YES,YES,YES,NONE
50km_4_55,68,98,62.17030099999999,90.41621525,513136.0839447778,502750.7594710049,YES,YES,YES,YES,YES,NONE
50km_4_56,56,81,48.922092750000004,73.8346335,459273.24750003964,463561.5232833105,YES,YES,YES,YES,YES,NONE
50km_5_15,3,10,1.60521525,5.3127715,52476.29372145702,102574.26818124202,YES,YES,YES,YES,YES,NONE
50km_5_16,34,38,30.758933749999997,30.831254,548618.4255316441,400780.8703024476,YES,YES,YES,YES,YES,NONE
50km_5_17,29,52,25.581434,49.713539250000004,438131.24281606957,527258.5393826229,YES,YES,YES,YES,YES,NONE
50km_5_18,36,59,32.644235249999994,56.9503865,538650.0479215865,604179.956049636,YES,YES,YES,YES,YES,NONE
50km_5_19,36,44,29.180158249999995,41.49594799999999,560850.4846220512,450307.58304190065,YES,YES,YES,YES,YES,NONE
50km_5_20,31,58,29.26853875,52.33229375,487696.4334260168,592848.5730767556,YES,YES,YES,YES,YES,NONE
50km_5_21,39,51,36.333443749999994,45.41780750000001,616412.1368121202,516300.77729714115,YES,YES,YES,YES,YES,NONE
50km_5_22,42,63,39.943012499999995,58.69936775,633105.2754721441,638884.1815261918,YES,YES,YES,YES,YES,NONE
50km_5_23,37,63,33.748345,58.508173250000006,560042.1075882724,636388.5995725322,YES,YES,YES,YES,YES,NONE
50km_5_24,36,52,30.73191525,47.85551400000001,553767.0479138249,528479.6027261562,YES,YES,YES,YES,YES,NONE
50km_5_25,32,43,26.8059075,35.6430235,462173.5154282788,438990.62916008965,YES,YES,YES,YES,YES,NONE
50km_5_26,36,55,33.70558425,51.111411749999995,523160.96779298555,571584.5337150935,YES,YES,YES,YES,YES,NONE
50km_5_27,34,40,28.251428250000004,33.486979500000004,503243.7351999971,405193.9343654074,YES,YES,YES,YES,YES,NONE
50km_5_28,36,49,33.7608995,45.2001075,533040.0625235302,493055.27529301983,YES,YES,YES,YES,YES,NONE
50km_5_29,23,39,16.235163,28.93947775,339081.52422250196,398981.86550428753,YES,YES,YES,YES,YES,NONE
50km_5_30,45,66,38.19519425,56.1857165,605605.2569941562,533866.1384460934,YES,YES,YES,YES,YES,NONE
50km_5_31,18,31,12.018211,22.481539499999997,303285.3576629149,327790.80603390717,YES,YES,YES,YES,YES,NONE
50km_5_32,25,31,15.5718285,24.773260500000003,412537.44399079966,335140.8586286717,YES,YES,YES,YES,YES,NONE
50km_5_33,26,39,16.56402125,29.509638749999997,429887.56273844297,418823.2008136648,YES,YES,YES,YES,YES,NONE
50km_5_34,16,21,12.47467075,14.36559675,273776.1013235425,237674.40626712085,YES,YES,YES,YES,YES,NONE
50km_5_35,12,17,7.45221325,10.94227925,204865.18014481882,190570.99729099133,YES,YES,YES,YES,YES,NONE
50km_5_36,8,14,6.554693500000001,6.71091275,136405.53815964703,155699.6637627795,YES,YES,YES,YES,YES,NONE
50km_5_37,9,15,7.25561725,8.929851,155111.67286635787,154714.57730919457,YES,YES,YES,YES,YES,NONE
50km_5_38,11,16,6.48400775,14.0775355,210420.9435725528,183059.08475163134,YES,YES,YES,YES,YES,NONE
50km_5_39,11,15,8.53631875,10.983261,194157.21843185124,169425.68322062865,YES,YES,YES,YES,YES,NONE
50km_5_40,9,15,5.52897875,11.281802,156655.23819630625,171444.405591486,YES,YES,YES,YES,YES,NONE
50km_5_41,2,4,0.2513305,3.1489355,39188.388135355475,39921.8528978259,YES,YES,YES,YES,YES,NONE
50km_5_42,4,6,3.083075,4.72823125,71661.43592767714,65766.6977413396,YES,YES,YES,YES,YES,NONE
50km_5_43,3,4,2.884892,3.2250485,50475.599695284574,43587.0659706884,YES,YES,YES,YES,YES,NONE
50km_5_44,4,2,2.7293587500000003,0.68815675,65872.26159744845,21559.81555176384,YES,YES,YES,YES,YES,NONE
50km_5_45,1,5,1.0,1.8580815,17133.210527353567,52765.552821031095,YES,YES,YES,YES,YES,NONE
50km_5_46,6,12,3.718747,7.29974725,55155.1301439906,71989.57579536778,YES,YES,YES,YES,YES,NONE
50km_5_47,14,30,10.38200575,15.633724499999998,120107.88451758296,170422.8682333026,YES,YES,YES,YES,YES,NONE
50km_5_48,30,29,20.149077,15.8080035,251113.97296353304,163680.86308035796,YES,YES,YES,YES,YES,NONE
50km_5_49,28,57,18.935378,37.32532325,243209.87771590258,319290.3344944407,YES,YES,YES,YES,YES,NONE
50km_5_50,50,68,37.61748525,51.01231925,414995.6953862977,373297.7155721462,YES,YES,YES,YES,YES,NONE
50km_5_51,63,94,52.7887915,81.243659,505957.68093469914,516222.5080302843,YES,YES,YES,YES,YES,NONE
50km_5_52,63,80,50.341385249999995,65.11984949999999,501694.13746237283,425202.08275628055,YES,YES,YES,YES,YES,NONE
50km_5_53,62,96,54.015834999999996,84.62991450000001,472841.61116280966,499590.8587075533,YES,YES,YES,YES,YES,NONE
50km_5_54,61,92,51.19212525,76.1886805,483939.47868858505,475876.33985728363,YES,YES,YES,YES,YES,NONE
50km_5_55,62,86,56.21159775,77.131207,543232.4293419158,502794.3405042888,YES,YES,YES,YES,YES,NONE
50km_5_56,21,33,17.774447000000002,26.2942625,241248.8353154208,249662.77514327725,YES,YES,YES,YES,YES,NONE
50km_6_15,3,2,2.2062955,2.0,50236.12669563349,22604.319103183778,YES,YES,YES,YES,YES,NONE
50km_6_16,17,21,16.097032,19.254855,283075.43193894456,234124.84415462517,YES,YES,YES,YES,YES,NONE
50km_6_17,26,47,24.214356249999998,43.2129135,403672.39197150123,490074.22801798646,YES,YES,YES,YES,YES,NONE
50km_6_18,32,39,29.399746,33.50300824999999,461893.48191149835,383447.1360183355,YES,YES,YES,YES,YES,NONE
50km_6_19,36,57,34.506795749999995,55.52369025,520657.09834563616,562620.7907992215,YES,YES,YES,YES,YES,NONE
50km_6_20,38,61,32.97820375,56.2087275,595840.8454201176,624998.958366947,YES,YES,YES,YES,YES,NONE
50km_6_21,33,42,29.021415500000003,35.1991775,506255.3926932845,428127.5695964631,YES,YES,YES,YES,YES,NONE
50km_6_22,34,61,31.253788749999995,56.43592699999999,521774.9518320686,624549.6822697743,YES,YES,YES,YES,YES,NONE
50km_6_23,39,52,37.72069075,49.36013499999999,583303.9514427924,522133.9585374115,YES,YES,YES,YES,YES,NONE
50km_6_24,41,59,39.15721925,54.13356600000001,626547.5502211294,594083.2521151402,YES,YES,YES,YES,YES,NONE
50km_6_25,33,49,28.092403,40.034062750000004,497667.8847187812,495377.98214891873,YES,YES,YES,YES,YES,NONE
50km_6_26,20,37,14.847831000000001,24.510799249999998,288705.35548746196,372967.9230120204,YES,YES,YES,YES,YES,NONE
50km_6_27,27,45,21.88014175,33.366712750000005,391175.816154198,448842.51516693964,YES,YES,YES,YES,YES,NONE
50km_6_28,34,53,28.4315775,45.841434750000005,494043.6276882029,531587.277630139,YES,YES,YES,YES,YES,NONE
50km_6_29,32,39,24.103134750000002,32.647667,471955.4555193818,398366.1119316586,YES,YES,YES,YES,YES,NONE
50km_6_30,29,48,24.31686575,38.78196525,408429.1259253258,424112.8622581436,YES,YES,YES,YES,YES,NONE
50km_6_31,24,35,16.458899000000002,30.207242249999997,392045.0006405185,335455.0651654843,YES,YES,YES,YES,YES,NONE
50km_6_32,42,61,36.700421250000005,48.94028925,516325.93421395856,426345.08310404944,YES,YES,YES,YES,YES,NONE
50km_6_33,21,37,16.518529,23.189959750000003,341509.7867438785,399936.192729447,YES,YES,YES,YES,YES,NONE
50km_6_34,23,31,17.31560375,21.023297750000005,409820.2039648311,351863.24329712533,YES,YES,YES,YES,YES,NONE
50km_6_35,22,26,12.262503,15.6321045,370571.6544529546,277662.15736293397,YES,YES,YES,YES,YES,NONE
50km_6_36,10,17,6.93029075,9.56038925,170301.88548939084,191067.74143882567,YES,YES,YES,YES,YES,NONE
50km_6_37,8,14,3.9191190000000002,8.815313499999998,130080.94858629107,156988.46599607912,YES,YES,YES,YES,YES,NONE
50km_6_38,5,20,4.0625,13.132491,84765.72665551376,219522.01843247382,YES,YES,YES,YES,YES,NONE
50km_6_39,7,14,4.879932,8.69403975,124779.99145442672,158546.38644673632,YES,YES,YES,YES,YES,NONE
50km_6_40,3,9,0.35550000000000004,6.59653125,45215.169702838364,96183.99192474481,YES,YES,YES,YES,YES,NONE
50km_6_41,5,5,2.6293957500000005,3.1875,85353.34774462966,51089.77271247839,YES,YES,YES,YES,YES,NONE
50km_6_42,7,4,3.82328975,3.0625,115725.53974274587,46066.31911185026,YES,YES,YES,YES,YES,NONE
50km_6_43,1,7,0.0657855,2.7263452499999996,14725.206321143767,74332.5967350333,YES,YES,YES,YES,YES,NONE
50km_6_44,3,4,0.5983305,1.8166245,50087.25114543341,41214.461398668594,YES,YES,YES,YES,YES,NONE
50km_6_45,6,11,3.369143,6.487959249999999,86979.64907018043,94725.51045227637,YES,YES,YES,YES,YES,NONE
50km_6_46,28,30,16.949056000000002,21.65676475,249195.37212108503,179619.9170996903,YES,YES,YES,YES,YES,NONE
50km_6_47,35,57,27.362721249999996,45.32385975,294007.62605196773,315090.75890642824,YES,YES,YES,YES,YES,NONE
50km_6_48,39,54,25.559928499999995,34.48495175000001,321434.4377501023,296758.31913963915,YES,YES,YES,YES,YES,NONE
50km_6_49,38,53,22.141781,32.20350549999999,317784.55553655577,305681.9216421566,YES,YES,YES,YES,YES,NONE
50km_6_50,39,60,31.026533500000003,49.78967,332513.10470560926,325848.6106130563,YES,YES,YES,YES,YES,NONE
50km_6_51,63,109,50.072497,94.82741249999997,478337.0696740314,572559.6349142919,YES,YES,YES,YES,YES,NONE
50km_6_52,63,92,51.28419274999999,83.059217,507360.76362126047,506863.70727003866,YES,YES,YES,YES,YES,NONE
50km_6_53,39,57,33.75715,51.911285750000005,302656.4310509661,299455.9604043801,YES,YES,YES,YES,YES,NONE
50km_6_54,79,117,75.08711174999999,110.2997,598093.821944137,595237.603186148,YES,YES,YES,YES,YES,NONE
50km_6_55,56,78,48.61748850000001,72.248266,533413.7271011687,492891.7461496631,YES,YES,YES,YES,YES,NONE
50km_6_56,3,1,2.588363,1.0,41145.66040819617,10704.155089932094,YES,YES,YES,YES,YES,NONE
50km_7_15,3,5,2.0625,2.9179209999999998,50623.278905815525,58903.41009799224,YES,YES,YES,YES,YES,NONE
50km_7_16,9,8,5.311738500000001,3.8114685,155667.0874513715,88411.16032280486,YES,YES,YES,YES,YES,NONE
50km_7_17,19,29,13.933404750000001,24.612969,316622.9420133608,337357.5586467801,YES,YES,YES,YES,YES,NONE
50km_7_18,23,34,21.063939,29.967769499999996,374450.53484063665,371402.3079673997,YES,YES,YES,YES,YES,NONE
50km_7_19,30,49,28.5856285,41.8559715,476352.55316987244,506018.10535975895,YES,YES,YES,YES,YES,NONE
50km_7_20,30,30,25.526290750000005,27.5331805,474426.8278491193,308958.9038112614,YES,YES,YES,YES,YES,NONE
50km_7_21,26,37,22.2723755,31.26346775,422420.02961651544,378650.2674744955,YES,YES,YES,YES,YES,NONE
50km_7_22,39,51,34.297644,49.9982505,604281.3138435758,514311.39604225755,YES,YES,YES,YES,YES,NONE
50km_7_23,38,56,36.206584500000005,51.406849,576245.0346251962,563890.2011983067,YES,YES,YES,YES,YES,NONE
50km_7_24,21,40,17.736031750000002,34.80953975,295173.99611786666,392147.3827761244,YES,YES,YES,YES,YES,NONE
50km_7_25,15,13,10.12799525,10.24900925,225166.3293590902,122811.636588952,YES,YES,YES,YES,YES,NONE
50km_7_26,15,24,9.67575225,18.6083025,229398.84260321673,226392.0288102236,YES,YES,YES,YES,YES,NONE
