candidate_id,state_fips,state_abbr,state_name,target_reporting_year,target_eval_group,component_evalid,fold_A_panels,fold_B_panels,fold_A_panel_count,fold_B_panel_count,p2panel_split_count,parent_estimation_unit_count,parent_poststratum_count,effective_design_block_count,fold_A_parent_poststrata_covered,fold_B_parent_poststrata_covered,fold_A_missing_parent_poststrata,fold_B_missing_parent_poststrata,symmetric_coarsening_estimation_unit_count,symmetric_coarsening_parent_poststratum_count,symmetric_coarsening_area_acres,true_eu_level_block_count,true_eu_level_block_ids,original_population_area_acres,effective_population_area_acres,population_area_preservation_relative_error,population_area_preserved_100pct,area_preservation_failure_count,unresolved_design_key_count,crossfold_lineage_overlap_count,crossfold_lineage_roots,candidate_design_valid,candidate_design_status,area_weighted_effective_block_imbalance,max_effective_block_imbalance,area_weighted_estimation_unit_imbalance,fold_A_plot_count,fold_B_plot_count,fold_A_plot_share,absolute_fold_A_plot_share_minus_0_4,fold_A_measyear_n,fold_B_measyear_n,fold_A_measyear_distribution,fold_B_measyear_distribution,fold_A_measyear_mean,fold_B_measyear_mean,fold_A_measyear_median,fold_B_measyear_median,fold_A_measyear_sd,fold_B_measyear_sd,fold_A_measyear_min,fold_A_measyear_max,fold_B_measyear_min,fold_B_measyear_max,temporal_center_abs_diff_years,temporal_distribution_l1_distance,temporal_sd_abs_diff_years,mechanical_rank,rule_selected_top_candidate,mainline_final_acceptance,ranking_rule,repair_class_code,repair_class,repair_class_reason,native_missing_parent_poststrata,within_eu_symmetric_coarsening_used,within_eu_coarsened_unit_count,sparse_eu_fallback_used,sparse_eu,sparse_eu_partner,merged_domain_id,area_preserved_100pct,ti_estimable,rank_within_repair_class,competition_eligible_class,final_rank_within_admissible_class,final_rule_selected,merged_domain_fold_A_sample_count,merged_domain_fold_B_sample_count
T2_NE_A2-4_B1-3-5,31,NE,Nebraska,2023,312023,312301,2-4,1-3-5,2,3,0,9,15,15,15,15,0,0,0,0,0,0,,49506064.0,49506064.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.019699760148060547,1.1458333333333333,0.006348015382750748,3314,4949,0.401064988502965,0.001064988502964992,3314,4949,2018:897;2019:758;2021:7;2022:673;2023:979,2017:1185;2018:216;2019:543;2020:1129;2021:1190;2022:443;2023:243,2020.524441762221,2019.6514447363104,2021.0,2020.0,2.123881443663259,1.832724964168838,2018,2023,2017,2023,0.8729970259105357,1.4118191430685936,0.291156479494421,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,4,YES,4,0,,
T2_NE_A2-5_B1-3-4,31,NE,Nebraska,2023,312023,312301,2-5,1-3-4,2,3,0,9,15,15,15,15,0,0,0,0,0,0,,49506064.0,49506064.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.026081252861994468,1.25,0.015996698673056493,3309,4954,0.4004598813990076,0.00045988139900760006,3309,4954,2019:543;2020:1106;2021:8;2022:673;2023:979,2017:1185;2018:1113;2019:758;2020:23;2021:1189;2022:443;2023:243,2021.1326684799033,2019.246063786839,2021.0,2019.0,1.5364139666972605,1.91728028926923,2019,2023,2017,2023,1.8866046930643279,1.4029160143980406,0.3808663225719695,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,7,YES,7,0,,
T2_NE_A3-4_B1-2-5,31,NE,Nebraska,2023,312023,312301,3-4,1-2-5,2,3,0,9,15,15,15,15,0,0,0,0,0,0,,49506064.0,49506064.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.029878934979354094,1.25,0.014311902574182701,3299,4964,0.39924966719109284,0.0007503328089071837,3299,4964,2017:1185;2018:1113;2019:758;2023:243,2019:543;2020:1129;2021:1197;2022:1116;2023:979,2018.238860260685,2021.173045930701,2018.0,2021.0,1.5408111118916745,1.284162706060753,2017,2023,2019,2023,2.9341856700159497,1.6339074497949346,0.2566484058309215,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,8,YES,8,0,,
T2_NE_A3-5_B1-2-4,31,NE,Nebraska,2023,312023,312301,3-5,1-2-4,2,3,0,9,15,15,15,15,0,0,0,0,0,0,,49506064.0,49506064.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.018233251833317442,1.1979166666666665,0.008693337341963765,3294,4969,0.39864456008713545,0.0013554399128645755,3294,4969,2017:1185;2018:216;2019:543;2020:1106;2021:1;2023:243,2018:897;2019:758;2020:23;2021:1196;2022:1116;2023:979,2018.8463873709775,2020.7673576172267,2019.0,2021.0,1.7318116465194875,1.7884866963289634,2017,2023,2018,2023,1.920970246249226,1.4063553472940855,0.05667504980947591,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,2,YES,2,0,,
T2_NE_A4-5_B1-2-3,31,NE,Nebraska,2023,312023,312301,4-5,1-2-3,2,3,0,9,15,15,15,15,0,0,0,0,0,0,,49506064.0,49506064.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.030441495426221116,0.7526881720430108,0.015843384125684156,3305,4958,0.3999757957158417,2.4204284158335643e-05,3305,4958,2018:897;2019:1301;2020:1106;2021:1,2017:1185;2018:216;2020:23;2021:1196;2022:1116;2023:1222,2019.0638426626324,2020.6266639774103,2019.0,2021.0,0.7767679199011642,2.300764054713618,2018,2021,2017,2023,1.5628213147779206,1.9029850135998667,1.523996134812454,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,9,YES,9,0,,
T2_NV_A1-2_B3-4-5,32,NV,Nevada,2023,322023,322301,1-2,3-4-5,2,3,0,17,60,60,60,60,0,0,0,0,0,0,,67771361.0,67771361.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.06855024361328678,1.1111111111111114,0.02656593695667319,4614,6772,0.4052344985069383,0.005234498506938301,4614,6772,2014:1140;2015:1135;2016:21;2017:4;2018:1;2019:1097;2020:1022;2021:124;2022:48;2023:22,2016:1088;2017:1180;2018:1102;2019:17;2020:1;2021:1082;2022:1104;2023:1053;2024:145,2017.0905938448202,2019.5445953927938,2019.0,2019.0,2.648008948689594,2.672038937331104,2014,2023,2016,2024,2.4540015479735757,1.8993220509960824,0.02402998864151007,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,9,YES,9,0,,
T2_NV_A1-3_B2-4-5,32,NV,Nevada,2023,322023,322301,1-3,2-4-5,2,3,0,17,60,60,60,60,0,0,0,0,0,0,,67771361.0,67771361.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.06027616765278879,0.8653846153846153,0.019098332450781186,4592,6794,0.4033023010714913,0.003302301071491265,4592,6794,2014:1140;2015:5;2016:1094;2017:55;2018:3;2019:1098;2020:11;2021:1109;2022:66;2023:11,2015:1130;2016:15;2017:1129;2018:1100;2019:16;2020:1012;2021:97;2022:1086;2023:1064;2024:145,2017.5531358885016,2019.224021195172,2018.0,2020.0,2.731466520713799,2.853533369809628,2014,2023,2015,2024,1.6708853066704705,1.8965531433248644,0.12206684909582899,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,2,YES,2,0,,
T2_NV_A1-4_B2-3-5,32,NV,Nevada,2023,322023,322301,1-4,2-3-5,2,3,0,17,60,60,60,60,0,0,0,0,0,0,,67771361.0,67771361.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.06260610694355288,1.1111111111111114,0.024310392262896063,4592,6794,0.4033023010714913,0.003302301071491265,4592,6794,2014:1140;2015:5;2016:6;2017:1125;2018:23;2019:1099;2020:12;2021:28;2022:1050;2023:88;2024:16,2015:1130;2016:1103;2017:59;2018:1080;2019:15;2020:1011;2021:1178;2022:102;2023:987;2024:129,2018.0503048780488,2018.887989402414,2018.0,2020.0,2.9663538176160444,2.842749510718706,2014,2024,2015,2024,0.8376845243651587,1.8706634466361485,0.12360430689733848,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,4,YES,4,0,,
T2_NV_A1-5_B2-3-4,32,NV,Nevada,2023,322023,322301,1-5,2-3-4,2,3,0,17,60,60,60,60,0,0,0,0,0,0,,67771361.0,67771361.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.06417992982417757,0.7638888888888888,0.029621895311654434,4485,6901,0.39390479536272616,0.0060952046372738655,4485,6901,2014:1140;2015:5;2016:6;2018:1079;2019:1111;2020:11;2021:29;2022:6;2023:969;2024:129,2015:1130;2016:1103;2017:1184;2018:24;2019:3;2020:1012;2021:1177;2022:1146;2023:106;2024:16,2018.5074693422519,2018.5778872627156,2019.0,2020.0,3.2559216544681275,2.6829408911769437,2014,2024,2015,2024,0.07041792046379669,1.9313997922844783,0.5729807632911839,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,5,YES,5,0,,
T2_NV_A2-3_B1-4-5,32,NV,Nevada,2023,322023,322301,2-3,1-4-5,2,3,0,17,60,60,60,60,0,0,0,0,0,0,,67771361.0,67771361.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.06728423394919558,0.9090909090909091,0.03903108147491788,4608,6778,0.4047075355699982,0.0047075355699982,4608,6778,2015:1130;2016:1103;2017:59;2018:2;2019:1;2020:1011;2021:1177;2022:102;2023:23,2014:1140;2015:5;2016:6;2017:1125;2018:1101;2019:1113;2020:12;2021:29;2022:1050;2023:1052;2024:145,2018.091579861111,2018.8619061670108,2020.0,2019.0,2.6126602860012236,3.076438618221874,2015,2023,2014,2024,0.7703263058997436,1.9034930463345463,0.46377833222065057,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,7,YES,7,0,,
T2_NV_A2-4_B1-3-5,32,NV,Nevada,2023,322023,322301,2-4,1-3-5,2,3,0,17,60,60,60,60,0,0,0,0,0,0,,67771361.0,67771361.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.06812289426607986,1.0576923076923077,0.024552056945719675,4608,6778,0.4047075355699982,0.0047075355699982,4608,6778,2015:1130;2016:15;2017:1129;2018:22;2019:2;2020:1012;2021:96;2022:1086;2023:100;2024:16,2014:1140;2015:5;2016:1094;2017:55;2018:1081;2019:1112;2020:11;2021:1110;2022:66;2023:975;2024:129,2018.5870225694443,2018.5250811448805,2020.0,2019.0,2.7616833117664714,3.0263277440143015,2015,2024,2014,2024,0.06194142456388363,1.850634123676273,0.2646444322478301,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,8,YES,8,0,,
T2_NV_A2-5_B1-3-4,32,NV,Nevada,2023,322023,322301,2-5,1-3-4,2,3,0,17,60,60,60,60,0,0,0,0,0,0,,67771361.0,67771361.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.06024377595977593,0.6746031746031745,0.027427283133446157,4501,6885,0.3953100298612331,0.00468997013876693,4501,6885,2015:1130;2016:15;2017:4;2018:1078;2019:14;2020:1011;2021:97;2022:42;2023:981;2024:129,2014:1140;2015:5;2016:1094;2017:1180;2018:25;2019:1100;2020:12;2021:1109;2022:1110;2023:94;2024:16,2019.0553210397688,2018.2198983297023,2020.0,2018.0,2.9811714722421727,2.834867210100054,2015,2024,2014,2024,0.8354227100664957,1.879418581556233,0.1463042621421189,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,1,YES,1,1,,
T2_NV_A3-4_B1-2-5,32,NV,Nevada,2023,322023,322301,3-4,1-2-5,2,3,0,17,60,60,60,60,0,0,0,0,0,0,,67771361.0,67771361.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.06180232987829806,0.8974358974358972,0.023659794560257522,4586,6800,0.4027753381345512,0.002775338134551164,4586,6800,2016:1088;2017:1180;2018:24;2019:3;2020:1;2021:1081;2022:1104;2023:89;2024:16,2014:1140;2015:1135;2016:21;2017:4;2018:1079;2019:1111;2020:1022;2021:125;2022:48;2023:986;2024:129,2019.05734845181,2018.208088235294,2019.0,2019.0,2.5836461330286835,3.083257960500019,2016,2024,2014,2024,0.8492602165158587,1.8837620892229547,0.4996118274713357,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,3,YES,3,0,,
T2_NV_A3-5_B1-2-4,32,NV,Nevada,2023,322023,322301,3-5,1-2-4,2,3,0,17,60,60,60,60,0,0,0,0,0,0,,67771361.0,67771361.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.07772986890935682,1.0714285714285714,0.028482324967237002,4479,6907,0.39337783242578606,0.006622167574213966,4479,6907,2016:1088;2017:55;2018:1080;2019:15;2021:1082;2022:60;2023:970;2024:129,2014:1140;2015:1135;2016:21;2017:1129;2018:23;2019:1099;2020:1023;2021:124;2022:1092;2023:105;2024:16,2019.5391828533154,2017.9087881858984,2021.0,2019.0,2.731177142964823,2.8625865001370463,2016,2024,2014,2024,1.630394667417022,1.8582681084997041,0.13140935717222346,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,10,YES,10,0,,
T2_NV_A4-5_B1-2-3,32,NV,Nevada,2023,322023,322301,4-5,1-2-3,2,3,0,17,60,60,60,60,0,0,0,0,0,0,,67771361.0,67771361.0,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.06552275157598167,0.625,0.03586655432143222,4479,6907,0.39337783242578606,0.006622167574213966,4479,6907,2017:1125;2018:1100;2019:16;2020:1;2021:1;2022:1044;2023:1047;2024:145,2014:1140;2015:1135;2016:1109;2017:59;2018:3;2019:1098;2020:1022;2021:1205;2022:108;2023:28,2020.0488948425989,2017.578253945273,2019.0,2019.0,2.607676338940758,2.695591045297806,2017,2024,2014,2023,2.470640897325893,1.9346293513351385,0.08791470635704801,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,6,YES,6,0,,
T2_NH_A1-2_B3-4-5,33,NH,New Hampshire,2023,332023,332301,1-2,3-4-5,2,3,0,7,18,18,18,18,0,0,0,0,0,0,,5940580.3,5940580.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.16132092836290907,1.346153846153846,0.09488930229716604,460,707,0.39417309340188517,0.005826906598114856,460,707,2017:152;2018:41;2019:1;2022:97;2023:166;2024:3,2018:132;2019:168;2020:167;2021:165;2022:42;2023:33,2020.358695652174,2019.881188118812,2022.0,2020.0,2.723181857288963,1.3653024247470267,2017,2024,2018,2023,0.4775075333620862,1.6052272307976139,1.357879432541936,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,7,YES,7,0,,
T2_NH_A1-3_B2-4-5,33,NH,New Hampshire,2023,332023,332301,1-3,2-4-5,2,3,0,7,18,18,18,18,0,0,0,0,0,0,,5940580.3,5940580.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.14729852953177985,1.0256410256410255,0.08250201010835596,478,689,0.40959725792630675,0.009597257926306724,478,689,2018:132;2019:76;2020:1;2022:97;2023:170;2024:2,2017:152;2018:41;2019:93;2020:166;2021:165;2022:42;2023:29;2024:1,2020.7782426778242,2019.577648766328,2022.0,2020.0,2.178845175173798,1.752114914315618,2018,2024,2017,2024,1.2005939114962985,1.3978478299154071,0.42673026085818,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,4,YES,4,0,,
T2_NH_A1-4_B2-3-5,33,NH,New Hampshire,2023,332023,332301,1-4,2-3-5,2,3,0,7,18,18,18,18,0,0,0,0,0,0,,5940580.3,5940580.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.11987227474669646,0.5555555555555555,0.08438968790007588,468,699,0.40102827763496146,0.0010282776349614386,468,699,2019:92;2020:130;2021:10;2022:97;2023:137;2024:2,2017:152;2018:173;2019:77;2020:37;2021:155;2022:42;2023:62;2024:1,2021.1346153846155,2019.3562231759656,2022.0,2019.0,1.5709618916544323,1.9828420274936316,2019,2024,2017,2024,1.7783922086498478,1.3306555152048714,0.41188013583919925,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,1,YES,1,1,,
T2_NH_A1-5_B2-3-4,33,NH,New Hampshire,2023,332023,332301,1-5,2-3-4,2,3,0,7,18,18,18,18,0,0,0,0,0,0,,5940580.3,5940580.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.21135039262572639,1.1842105263157896,0.07070421177385239,469,698,0.401885175664096,0.0018851756640959616,469,698,2020:36;2021:155;2022:139;2023:137;2024:2,2017:152;2018:173;2019:169;2020:131;2021:10;2023:62;2024:1,2021.816631130064,2018.8954154727794,2022.0,2019.0,0.9565678019869157,1.6775012714750537,2020,2024,2017,2024,2.9212156572846197,1.6373128218913617,0.720933469488138,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,10,YES,10,0,,
T2_NH_A2-3_B1-4-5,33,NH,New Hampshire,2023,332023,332301,2-3,1-4-5,2,3,0,7,18,18,18,18,0,0,0,0,0,0,,5940580.3,5940580.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.1803103312639021,0.8333333333333334,0.05556795067717922,466,701,0.39931448157669236,0.0006855184233076628,466,701,2017:152;2018:173;2019:77;2020:1;2023:62;2024:1,2019:92;2020:166;2021:165;2022:139;2023:137;2024:2,2018.5214592274679,2021.0984308131242,2018.0,2021.0,1.9077010922767252,1.326762048799599,2017,2024,2019,2024,2.576971585656338,1.4628397200810614,0.5809390434771262,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,9,YES,9,0,,
T2_NH_A2-4_B1-3-5,33,NH,New Hampshire,2023,332023,332301,2-4,1-3-5,2,3,0,7,18,18,18,18,0,0,0,0,0,0,,5940580.3,5940580.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.1538654100821862,1.0087719298245614,0.057516656559123205,456,711,0.390745501285347,0.009254498714653003,456,711,2017:152;2018:41;2019:93;2020:130;2021:10;2023:29;2024:1,2018:132;2019:76;2020:37;2021:155;2022:139;2023:170;2024:2,2018.8377192982457,2020.85935302391,2019.0,2021.0,1.687700319779848,1.8200508050450317,2017,2024,2018,2024,2.0216337256642873,1.3268746761418313,0.13235048526518378,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,6,YES,6,0,,
T2_NH_A2-5_B1-3-4,33,NH,New Hampshire,2023,332023,332301,2-5,1-3-4,2,3,0,7,18,18,18,18,0,0,0,0,0,0,,5940580.3,5940580.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.14005482245041384,0.5769230769230769,0.08029794002933051,457,710,0.3916023993144816,0.008397600685518425,457,710,2017:152;2018:41;2019:1;2020:36;2021:155;2022:42;2023:29;2024:1,2018:132;2019:168;2020:131;2021:10;2022:97;2023:170;2024:2,2019.542669584245,2020.4084507042253,2020.0,2020.0,2.1137695723658467,1.891838791701483,2017,2024,2018,2024,0.8657811199802836,1.3153758436835454,0.22193078066436378,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,3,YES,3,0,,
T2_NH_A3-4_B1-2-5,33,NH,New Hampshire,2023,332023,332301,3-4,1-2-5,2,3,0,7,18,18,18,18,0,0,0,0,0,0,,5940580.3,5940580.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.17832982387662433,1.0087719298245614,0.08340821134328576,474,693,0.40616966580976865,0.006169665809768632,474,693,2018:132;2019:168;2020:131;2021:10;2023:33,2017:152;2018:41;2019:1;2020:36;2021:155;2022:139;2023:166;2024:3,2019.318565400844,2020.5829725829726,2019.0,2021.0,1.2865351015791577,2.2651159154707505,2018,2023,2017,2024,1.264407182128707,1.5934571757356568,0.9785808138915928,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,8,YES,8,0,,
T2_NH_A3-5_B1-2-4,33,NH,New Hampshire,2023,332023,332301,3-5,1-2-4,2,3,0,7,18,18,18,18,0,0,0,0,0,0,,5940580.3,5940580.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.13942174318099843,0.8974358974358972,0.10867553548119985,475,692,0.4070265638389032,0.007026563838903155,475,692,2018:132;2019:76;2020:37;2021:155;2022:42;2023:33,2017:152;2018:41;2019:93;2020:130;2021:10;2022:97;2023:166;2024:3,2019.9957894736842,2020.1199421965318,2020.0,2020.0,1.6069414161937692,2.2682113284519785,2018,2023,2017,2024,0.12415272284761159,1.112236081533313,0.6612699122582093,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,2,YES,2,0,,
T2_NH_A4-5_B1-2-3,33,NH,New Hampshire,2023,332023,332301,4-5,1-2-3,2,3,0,7,18,18,18,18,0,0,0,0,0,0,,5940580.3,5940580.3,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.15263120200016111,1.5384615384615383,0.09835456961491248,465,702,0.39845758354755784,0.0015424164524421857,465,702,2019:92;2020:166;2021:165;2022:42,2017:152;2018:173;2019:77;2020:1;2022:97;2023:199;2024:3,2020.337634408602,2019.8917378917379,2020.0,2019.0,0.8953801420701134,2.4927203799633944,2019,2022,2017,2024,0.4458965168641953,1.5971326164874553,1.597340237893281,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,5,YES,5,0,,
T2_NJ_A1-2_B3-4-5,34,NJ,New Jersey,2023,342023,342301,1-2,3-4-5,2,3,0,3,11,11,11,11,0,0,0,0,0,0,,5000449.8,5000449.8,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.1413122372479579,0.3070175438596491,0.045427796615921244,608,901,0.40291583830351224,0.0029158383035122193,608,901,2019:201;2020:263;2021:110;2022:34,2019:92;2020:5;2021:148;2022:307;2023:316;2024:33,2019.9621710526317,2021.9422863485017,2020.0,2022.0,0.8573069344864153,1.2653497057783787,2019,2022,2019,2024,1.980115295870064,1.344317717156376,0.4080427712919634,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,4,YES,4,0,,
T2_NJ_A1-3_B2-4-5,34,NJ,New Jersey,2023,342023,342301,1-3,2-4-5,2,3,0,3,11,11,11,11,0,0,0,0,0,0,,5000449.8,5000449.8,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.15274442531069485,0.5797101449275364,0.04679737254738492,587,922,0.3889993373094765,0.011000662690523522,587,922,2019:201;2020:84;2021:159;2022:136;2023:7,2019:92;2020:184;2021:99;2022:205;2023:309;2024:33,2020.427597955707,2021.6008676789588,2021.0,2022.0,1.2112054421391467,1.4577358531071838,2019,2023,2019,2024,1.1732697232519058,0.8309467234772198,0.24653041096803707,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,7,YES,7,0,,
T2_NJ_A1-4_B2-3-5,34,NJ,New Jersey,2023,342023,342301,1-4,2-3-5,2,3,0,3,11,11,11,11,0,0,0,0,0,0,,5000449.8,5000449.8,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.16139663051496553,0.5797101449275364,0.05567838864782177,582,927,0.3856858846918489,0.014314115308151132,582,927,2019:201;2020:84;2021:11;2022:173;2023:99;2024:14,2019:92;2020:184;2021:247;2022:168;2023:217;2024:19,2020.8745704467353,2021.3139158576053,2021.0,2021.0,1.6458593759462443,1.3419830292502888,2019,2024,2019,2024,0.43934541086991885,0.7313915857605178,0.30387634669595553,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,8,YES,8,0,,
T2_NJ_A1-5_B2-3-4,34,NJ,New Jersey,2023,342023,342301,1-5,2-3-4,2,3,0,3,11,11,11,11,0,0,0,0,0,0,,5000449.8,5000449.8,0.0,1,0,0,0,,1,VALID_TI_ESTIMABLE,0.1687143658148156,0.5072463768115942,0.11307703876395085,623,886,0.41285619615639496,0.012856196156394939,623,886,2019:293;2020:89;2021:11;2022:1;2023:210;2024:19,2020:179;2021:247;2022:340;2023:106;2024:14,2020.6837881219903,2021.4683972911964,2020.0,2022.0,1.8852559849179569,0.994115524981681,2019,2024,2020,2024,0.7846091692060781,1.4048820786335687,0.8911404599362759,,0,NOT_DECIDED,validity > effective-block balance > temporal balance > ascending A tuple,R0,R0_NATIVE_STRATIFICATION_VALID,Both folds cover every parent poststratum; no coarsening required,0,0,0,0,,,,1,1,9,YES,9,0,,
